# Directed graph: ../data/song_graphs/rock_graphs/123.txt 
# Save as tab-separated list of edges
# Nodes: 139 Edges: 84
# FromNodeId	ToNodeId
114	13
13	101
101	114
114	44
44	114
114	13
13	101
101	114
114	44
44	114
114	13
13	101
101	44
44	114
114	13
13	101
101	44
44	114
114	13
13	101
101	44
44	114
114	13
13	101
101	44
44	114
114	13
13	101
101	44
44	114
114	13
13	101
101	44
44	114
114	13
13	101
101	114
114	44
44	114
114	13
13	101
101	44
44	114
114	13
13	101
101	44
44	114
114	13
13	101
101	44
44	114
114	13
13	101
101	44
44	114
114	13
13	101
101	114
114	44
44	114
114	13
13	101
101	114
114	44
44	114
114	13
13	101
101	114
114	44
44	114
114	13
13	101
101	44
44	114
114	13
13	101
101	44
44	114
114	13
13	101
101	44
44	114
114	13
13	101
