# Directed graph: ../data/song_graphs/jazz_graphs/35.txt 
# Save as tab-separated list of edges
# Nodes: 241 Edges: 66
# FromNodeId	ToNodeId
35	225
225	52
52	80
80	150
150	31
31	80
80	150
150	31
31	225
225	45
45	168
168	191
191	80
80	150
150	35
35	225
225	52
52	80
80	150
150	31
31	3
3	129
129	142
142	31
31	225
225	52
52	150
150	31
31	79
79	143
143	40
40	66
66	79
79	142
142	30
30	40
40	123
123	98
98	79
79	45
45	80
80	150
150	40
40	35
35	224
224	45
45	113
113	115
115	224
224	188
188	170
170	14
14	139
139	205
205	123
123	213
213	214
214	45
45	79
79	142
142	123
123	219
219	45
45	79
79	142
142	0
