# Directed graph: ../data/song_graphs/jazz_graphs/144.txt 
# Save as tab-separated list of edges
# Nodes: 241 Edges: 95
# FromNodeId	ToNodeId
84	80
80	150
150	35
35	112
112	233
233	89
89	191
191	176
176	188
188	61
61	165
165	164
164	22
22	125
125	113
113	135
135	207
207	170
170	154
154	133
133	198
198	84
84	80
80	142
142	35
35	108
108	233
233	89
89	191
191	176
176	188
188	57
57	165
165	153
153	164
164	22
22	125
125	135
135	207
207	170
170	154
154	133
133	198
198	84
84	80
80	142
142	35
35	108
108	233
233	89
89	191
191	176
176	188
188	57
57	165
165	153
153	154
154	19
19	125
125	135
135	198
198	170
170	154
154	133
133	198
198	84
84	80
80	150
150	35
35	112
112	233
233	89
89	191
191	176
176	188
188	61
61	165
165	164
164	22
22	125
125	135
135	205
205	170
170	3
3	5
5	3
3	133
133	198
198	84
84	206
206	205
205	170
170	133
133	125
125	105
